State,Weather,Budget Level,Budget (INR),Transportation Options,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Food Cost (INR),Hotel Cost (INR)
0,2,0,5373,1,10,34,2,4.9,0,3,1,0,2,1116,2765
6,0,2,18467,0,8,49,0,3.8,1,1,2,1,1,1155,4393
2,0,2,30044,1,6,0,0,4.3,2,5,1,0,0,591,2429
5,3,2,27112,0,1,9,2,4.9,2,2,2,1,2,1341,1435
4,2,0,8058,0,9,22,0,4.6,2,6,0,0,2,1268,4044
5,3,1,31395,0,4,18,0,3.7,1,2,1,1,2,1321,2128
6,0,1,22255,1,11,34,1,4.4,2,1,2,0,0,1235,2992
4,3,2,41498,1,12,71,1,3.5,0,6,0,1,0,1650,3333
6,1,2,40136,1,8,33,1,4.9,0,1,1,0,1,680,2928
2,1,2,47306,1,2,81,1,4.0,0,5,0,0,0,1043,2673
5,1,1,17861,1,4,51,1,4.3,2,2,2,1,1,1724,3
1,2,1,31589,0,7,69,0,3.6,1,0,0,0,1,653,1532
6,1,0,41122,0,11,1,0,3.8,0,1,1,1,1,1102,1515
1,2,1,47329,1,7,22,0,4.5,1,0,2,1,2,1005,1087
5,1,1,5484,0,4,0,0,4.8,1,2,1,1,0,851,3517
0,3,2,40729,0,10,34,0,4.5,0,3,2,1,1,613,3
1,1,1,18739,0,3,83,1,5.0,2,0,2,1,0,541,3222
4,2,0,7562,1,12,37,1,4.0,0,6,2,1,0,1077,3
6,0,0,35581,1,8,0,2,4.2,1,1,1,0,1,1540,2027
2,3,0,33226,0,2,81,2,4.7,1,5,2,1,1,1953,3539
5,1,0,47697,0,1,40,2,5.0,0,2,2,1,0,1722,3
1,1,0,25135,0,7,28,2,4.8,1,0,1,0,1,941,1852
4,0,0,23732,0,9,73,2,4.3,2,6,2,0,2,832,1823
6,3,0,10835,1,11,68,0,4.6,1,1,0,0,2,1858,2265
5,3,1,26602,0,4,18,0,4.8,0,2,0,1,2,658,3
2,0,1,38386,1,6,64,2,4.8,0,5,0,0,0,1659,2328
0,0,2,42873,0,13,46,1,4.7,2,3,2,1,2,1377,4320
3,1,0,37895,0,5,65,0,5.0,0,4,1,0,1,601,3852
4,0,1,39046,0,12,25,2,4.7,0,6,0,0,1,1111,3
0,2,2,28335,1,10,0,2,5.0,2,3,1,1,0,1541,3
6,1,0,26245,1,11,34,1,4.4,2,1,1,1,2,1200,1220
6,1,2,6360,1,8,32,0,3.7,0,1,1,1,2,595,1255
1,2,2,29766,0,3,17,0,4.8,1,0,0,1,1,1255,1253
6,2,2,9522,0,8,0,1,3.5,1,1,0,0,0,1768,3890
1,2,2,14941,1,7,25,1,3.6,1,0,0,1,1,777,4914
5,3,0,32328,1,1,5,2,4.9,2,2,1,1,1,1156,2610
0,3,0,37238,1,13,17,2,4.9,1,3,0,1,2,1988,1116
4,3,0,42143,1,12,40,1,4.8,0,6,0,0,2,1304,3
3,0,0,26432,1,0,51,0,3.8,1,4,0,0,2,685,2513
5,3,1,10369,1,1,5,0,4.7,1,2,1,1,0,675,1898
3,0,2,32776,1,5,21,2,5.0,1,4,0,1,0,1602,3757
3,1,1,10570,1,5,1,2,3.8,1,4,1,1,0,1240,3
1,3,2,35066,0,7,10,2,4.7,0,0,0,0,0,1898,1476
5,1,2,6064,0,1,77,1,3.7,1,2,1,0,2,655,3
3,0,1,5816,1,0,51,1,4.8,1,4,2,1,0,588,3
5,3,2,26700,0,1,11,2,3.9,1,2,0,0,1,1825,1570
4,2,1,6415,1,9,22,1,4.6,2,6,0,1,2,790,4976
1,0,1,5070,0,7,12,2,4.9,2,0,0,0,2,1045,3
4,1,1,28987,1,9,34,1,4.8,0,6,0,0,1,1012,3462
4,3,2,45294,1,12,68,0,3.6,1,6,0,1,2,988,4747
1,3,2,18075,0,7,68,1,4.5,0,0,1,0,1,1229,3
0,1,1,49928,0,13,0,0,3.6,1,3,2,1,2,1514,3
1,0,2,23166,0,7,68,1,4.1,0,0,1,1,1,1758,3
0,0,1,5719,1,13,17,2,3.7,1,3,0,0,0,1844,1823
3,0,0,26216,1,5,20,0,3.7,2,4,2,1,0,1576,3
0,0,2,9402,1,10,64,2,4.4,1,3,0,0,2,984,3
3,0,1,7619,0,5,42,0,3.5,0,4,2,0,2,1660,3
5,1,2,29282,1,4,39,2,4.2,2,2,1,0,0,526,3
0,1,0,5129,0,10,51,0,3.8,0,3,1,0,2,1595,3967
1,1,0,39052,1,3,34,0,4.4,0,0,0,0,0,1850,2068
0,1,0,10712,1,10,1,1,4.2,1,3,2,1,2,753,3536
3,0,0,26105,0,0,79,1,3.8,2,4,2,0,2,1210,3
1,1,1,31459,1,7,78,1,4.0,0,0,0,0,0,949,4231
0,3,1,39865,0,10,39,0,3.8,2,3,2,0,1,1656,3108
4,0,0,21480,1,9,23,0,4.9,2,6,1,1,0,1628,3
4,0,2,14739,1,12,0,2,3.7,0,6,1,0,2,1752,1018
6,0,1,21653,0,11,18,0,4.6,1,1,0,0,1,877,4751
1,0,2,16693,0,3,64,2,4.1,0,0,2,0,2,695,1399
4,2,1,47021,1,12,43,0,4.4,0,6,1,1,0,1052,3
6,0,0,19481,0,11,0,0,4.5,1,1,0,1,1,1720,4465
2,2,0,46401,0,2,69,2,3.6,0,5,2,0,0,929,2331
2,3,1,20690,1,6,64,0,4.7,0,5,0,0,1,1427,1412
2,0,2,43025,0,2,61,1,4.5,2,5,2,0,2,819,3
0,0,0,36892,0,13,13,1,4.7,0,3,1,1,0,1227,4216
5,0,0,30143,0,4,11,0,5.0,1,2,0,1,2,1663,1000
2,3,1,22366,1,2,17,2,3.7,0,5,1,1,1,932,3
3,0,2,34493,0,0,64,2,3.8,1,4,0,0,0,1628,3
0,3,1,17726,1,13,24,2,4.6,2,3,0,1,2,884,3
6,3,2,35765,1,11,25,2,3.9,0,1,1,0,0,1467,1616
5,1,0,18317,1,1,18,2,3.9,2,2,0,1,0,548,1610
0,3,1,30259,0,10,6,1,4.5,0,3,0,0,0,1895,4920
1,0,0,20001,1,7,17,2,3.9,2,0,2,0,2,1499,3964
2,3,1,19601,1,6,82,1,4.0,1,5,2,0,0,592,2507
2,0,1,16140,0,2,27,1,4.4,2,5,1,1,0,1584,4288
0,3,2,8827,1,13,39,2,3.6,2,3,0,0,2,1323,3234
2,1,1,49194,0,6,17,1,4.9,1,5,2,0,2,1226,3
2,1,0,38158,0,2,0,1,4.8,0,5,2,0,2,1483,4687
1,1,2,16659,1,7,68,2,4.3,0,0,2,1,1,1874,2598
2,3,2,9235,1,6,0,0,4.3,2,5,2,1,0,1654,3
3,2,0,28413,0,5,69,0,4.4,1,4,1,0,0,1706,3483
5,2,2,40941,0,4,0,2,4.9,2,2,0,1,1,1999,1681
6,1,1,28170,1,8,17,1,4.6,1,1,2,0,1,1072,3687
1,3,0,11055,0,7,2,0,4.5,1,0,1,1,1,697,4670
6,0,0,46680,0,11,81,1,4.9,0,1,2,0,0,1916,3
3,0,1,8518,0,5,27,0,3.5,0,4,1,0,2,1618,4449
5,0,0,8734,1,4,34,1,4.9,0,2,2,1,2,1499,3
6,1,0,27975,0,11,62,1,4.6,2,1,1,0,0,1904,3
3,1,2,42754,1,5,69,2,3.6,0,4,0,1,0,866,4918
4,1,1,25102,1,9,18,2,4.7,2,6,1,1,2,1576,3
5,2,2,10371,0,4,68,1,3.9,2,2,0,0,2,1461,3
0,2,2,31688,0,10,0,1,3.9,1,3,0,0,0,822,4034
1,0,2,29490,0,3,34,0,3.7,0,0,1,1,0,1994,1749
1,3,2,42726,0,3,51,2,4.9,2,0,1,1,1,616,2514
3,1,0,12696,0,0,34,1,4.2,1,4,0,1,1,1457,3
6,3,1,33059,1,8,68,0,4.8,1,1,0,0,0,1658,3
1,0,0,10535,0,3,38,0,4.0,1,0,2,0,2,883,3
1,3,2,48958,0,7,5,0,4.4,2,0,2,1,1,868,1187
1,1,1,29760,1,3,35,0,5.0,2,0,2,1,2,1697,2299
6,3,1,43949,1,11,18,0,3.6,1,1,1,0,2,586,1170
5,1,2,44569,0,1,34,0,3.5,1,2,2,0,2,1857,2063
2,0,2,25206,0,2,0,0,4.1,0,5,2,0,1,932,2018
6,0,2,16314,0,11,60,1,3.6,2,1,2,0,1,1207,4638
5,1,0,9844,0,4,77,1,3.7,0,2,2,1,1,969,3
0,2,0,38184,1,13,18,2,3.9,2,3,2,0,1,1580,4142
0,0,2,6399,1,13,9,2,4.0,0,3,1,0,2,1218,2452
0,3,2,29210,0,10,40,1,4.8,1,3,0,1,1,1662,3
2,1,1,47285,0,2,82,0,3.9,2,5,0,1,0,678,3
2,3,1,35697,0,2,34,1,3.6,1,5,0,1,1,1434,3
6,0,0,24468,1,8,73,1,3.9,2,1,0,1,1,1171,3
4,2,2,7418,1,12,49,1,4.6,2,6,1,1,1,982,3133
1,3,2,43556,1,7,76,0,3.6,1,0,1,0,2,1509,3263
4,0,0,17411,0,9,49,2,3.6,2,6,2,1,0,1023,3
4,0,1,31868,0,9,39,2,3.7,1,6,2,1,2,1847,4620
5,1,2,19108,0,1,37,0,3.7,2,2,0,0,2,689,3
5,3,0,24459,1,4,4,2,4.1,1,2,0,0,2,677,3228
5,2,2,28141,1,4,50,2,3.7,1,2,1,1,2,1744,3
4,2,1,10630,1,12,17,0,4.2,0,6,1,1,1,822,2555
6,0,0,17677,1,11,19,2,3.7,1,1,0,1,2,1252,3
6,0,2,35263,1,8,34,2,4.0,0,1,1,1,2,1311,4298
0,2,0,41615,0,10,34,2,3.6,0,3,0,0,2,551,3897
0,3,1,29071,0,10,77,0,4.8,0,3,0,0,0,1950,3
3,1,1,12108,0,0,5,0,3.9,1,4,1,0,1,1421,3493
1,1,0,11588,1,7,34,1,3.5,0,0,2,1,2,1312,2883
6,1,1,13986,0,8,51,0,4.0,2,1,2,0,1,1578,4939
1,0,1,5051,1,7,3,2,4.1,2,0,0,0,2,981,3
4,0,2,7298,0,9,40,0,3.8,1,6,0,0,0,1490,4003
1,2,1,10459,1,7,60,0,5.0,0,0,2,1,1,1110,3
5,3,1,37043,1,1,34,0,4.4,0,2,1,0,0,1867,3087
0,3,0,24228,1,10,34,1,4.4,0,3,2,0,1,577,2734
5,3,0,17616,1,4,26,0,4.3,1,2,2,1,1,780,3249
2,0,0,35909,0,6,83,1,4.0,2,5,0,1,0,1201,4464
1,0,0,18547,1,3,0,0,3.6,0,0,1,1,2,1631,1906
3,3,1,7099,1,5,35,2,4.2,1,4,2,0,1,1046,1133
3,0,1,26184,0,5,34,2,4.2,1,4,1,1,0,706,3922
0,3,1,42682,1,13,32,0,4.2,1,3,2,0,2,516,3382
2,3,0,30028,1,2,34,0,4.2,1,5,0,0,0,711,1517
2,3,1,24977,1,6,9,0,4.1,0,5,2,1,0,1304,2762
6,0,1,7577,1,8,44,2,4.3,1,1,1,0,1,1695,1397
5,2,2,39294,0,1,17,0,4.5,0,2,1,0,1,1194,2152
6,0,2,24298,0,11,47,0,5.0,1,1,0,0,0,1996,3
5,0,2,10634,1,4,32,1,3.9,0,2,0,0,1,1229,3
0,2,0,46202,1,10,35,0,3.7,0,3,2,0,2,1683,3
4,0,2,23696,0,9,34,0,4.2,1,6,1,0,0,809,1920
6,1,2,41839,1,11,49,2,4.4,1,1,2,1,1,562,3
2,1,2,15149,1,2,32,1,4.1,1,5,1,1,0,1097,1311
5,0,0,46820,0,4,64,0,4.3,2,2,0,0,2,1394,4340
0,3,0,19503,1,13,16,0,4.6,1,3,2,1,2,1194,2796
0,1,0,10108,0,10,68,0,4.2,1,3,1,0,0,910,4667
4,1,1,21843,0,12,2,1,4.0,0,6,2,1,2,1775,2119
6,1,0,9825,0,11,65,0,4.6,0,1,0,1,0,1860,3
0,1,0,10324,1,13,52,1,4.7,2,3,0,1,2,984,3
4,1,0,18111,1,12,57,1,5.0,0,6,1,1,0,1913,3
5,1,1,14881,0,4,80,1,3.7,1,2,1,1,1,1332,3
6,0,1,40305,1,11,34,0,4.6,2,1,2,0,1,755,1731
6,2,1,41560,1,11,69,2,3.8,1,1,0,0,2,653,2594
5,2,0,28167,1,1,60,0,4.7,2,2,1,1,2,1918,1202
0,2,1,5817,0,10,34,0,4.9,0,3,2,0,0,1566,3
6,3,0,42288,0,8,73,2,4.0,0,1,2,0,2,1122,1048
2,1,0,19310,1,2,57,2,4.4,2,5,1,1,2,1931,4991
5,1,2,42689,0,4,83,0,3.6,1,2,0,1,0,1400,4051
4,1,1,21664,1,9,47,2,4.0,2,6,2,1,2,1766,2762
2,0,2,39697,1,2,67,0,3.8,0,5,1,1,1,920,4738
5,1,0,41161,0,4,34,1,4.5,1,2,1,1,0,1930,3
3,3,2,49965,0,5,67,1,4.7,2,4,0,0,1,671,3066
5,0,1,14458,1,1,72,0,4.6,1,2,2,0,1,1540,3
4,2,0,30638,0,9,0,0,4.4,1,6,2,0,1,1570,4179
1,3,2,46639,0,7,17,1,4.7,0,0,0,1,0,1071,4549
3,3,1,19025,0,0,20,1,3.8,0,4,0,1,0,784,4602
4,2,0,29548,0,12,50,0,3.8,2,6,1,1,2,876,4171
0,1,2,17368,1,10,51,1,3.8,1,3,1,1,0,1380,1481
3,0,0,19435,1,0,0,2,4.2,2,4,0,1,1,1969,1589
2,2,2,24822,0,6,35,0,4.5,1,5,0,1,2,761,3
3,0,2,19074,0,5,17,1,4.3,1,4,2,1,1,1166,4346
4,0,0,10589,1,12,32,0,5.0,0,6,2,1,0,732,2315
6,1,0,8460,1,11,51,2,4.9,1,1,1,0,1,836,2009
5,1,2,40061,0,4,5,1,4.6,0,2,1,1,0,1161,1815
4,0,2,24830,0,9,0,2,3.9,0,6,1,0,0,1170,1009
5,1,0,37985,0,1,76,1,4.9,1,2,0,1,1,1106,2670
3,1,1,49323,0,5,78,2,4.1,1,4,1,1,2,1515,3
2,1,0,43899,0,6,78,1,4.1,1,5,2,1,0,1078,4408
5,3,0,11312,1,4,56,0,4.0,2,2,2,0,2,1168,3057
1,0,2,14572,0,3,6,2,4.7,0,0,2,1,1,1389,3
0,2,0,15734,1,10,13,2,4.2,1,3,1,1,2,1550,1438
6,0,2,13963,1,8,68,0,4.6,0,1,1,0,2,1539,3486
5,3,2,29170,1,4,0,1,4.7,1,2,2,1,0,787,3
6,0,2,37271,1,8,52,2,3.9,0,1,0,1,1,1478,4595
5,3,2,19952,0,1,18,2,3.8,2,2,1,0,1,940,3266
0,0,2,12249,0,10,69,1,4.8,1,3,2,1,0,1064,2447
4,1,0,19708,0,9,51,2,4.7,2,6,2,1,0,1245,3
2,2,0,49812,1,2,32,0,4.7,1,5,0,1,2,1866,3
3,0,1,35268,1,5,65,1,4.8,2,4,0,1,0,1930,3
5,3,0,31848,0,4,5,2,3.7,0,2,0,1,2,1911,3
3,0,0,8718,0,0,49,2,4.7,0,4,0,0,0,1243,2204
4,2,0,36045,0,12,1,2,4.1,1,6,2,1,1,970,3579
5,1,2,38086,0,4,48,1,4.1,1,2,1,1,2,1884,3
0,3,2,19294,0,13,81,1,4.4,2,3,2,0,1,943,2922
6,3,1,47190,0,8,34,1,4.4,2,1,1,1,2,890,3
2,2,0,10090,0,2,60,2,3.6,2,5,0,0,1,541,1769
1,3,2,22067,0,7,44,1,4.7,2,0,2,1,0,629,4609
5,0,2,19658,0,1,78,1,3.9,2,2,0,0,1,625,3
1,0,1,24024,0,7,5,1,4.0,2,0,1,1,2,508,2748
6,0,2,34934,0,8,17,2,4.8,2,1,1,1,0,1659,2105
0,1,1,30363,0,10,55,1,4.5,2,3,0,0,0,511,3960
6,0,0,33822,1,11,31,2,4.9,2,1,2,1,2,1474,2553
3,0,2,9856,1,5,70,0,4.3,0,4,0,0,0,1047,4495
0,2,0,21018,1,10,74,2,5.0,2,3,1,0,0,521,3740
4,3,1,17275,1,12,52,0,4.5,0,6,1,1,2,1212,1186
1,0,1,30332,0,3,2,0,4.1,1,0,1,1,0,1281,3017
0,3,1,8331,1,10,34,2,4.8,1,3,1,0,1,1327,4462
1,3,2,40545,0,3,0,0,3.5,1,0,0,0,1,1466,3
5,3,1,33481,1,4,48,0,4.4,0,2,1,0,0,1081,3
3,0,0,17327,0,5,68,0,3.7,2,4,0,1,0,858,2144
0,1,1,45091,1,13,51,1,3.8,0,3,0,0,0,1119,3677
6,1,2,35106,1,8,60,0,3.7,2,1,1,1,0,1551,3283
3,1,1,44429,0,5,11,1,4.1,2,4,2,0,1,1505,3
5,2,2,15735,1,1,51,0,4.6,1,2,2,0,0,1760,3
6,0,1,18437,0,11,82,2,4.9,1,1,2,1,2,1305,3
6,0,2,25550,0,11,43,1,3.7,0,1,1,1,1,545,2719
0,1,1,28463,0,13,37,2,4.5,0,3,0,1,0,1741,3
1,3,1,20948,0,3,24,2,4.6,1,0,0,1,0,1405,3
1,1,0,13040,1,7,17,0,4.0,1,0,2,1,1,1286,1723
1,1,0,20078,0,7,81,2,4.8,0,0,0,0,0,957,3
6,3,0,17806,1,11,77,0,4.4,0,1,2,1,2,1607,1111
4,2,1,47861,1,12,8,1,3.6,0,6,0,0,1,1017,4807
2,2,0,24242,1,2,34,2,4.4,0,5,2,0,2,725,4367
4,1,0,5526,1,9,77,1,4.8,2,6,0,1,1,1338,3649
1,3,0,9230,0,3,36,1,4.8,2,0,2,0,2,921,3431
6,2,2,17514,1,8,56,1,4.9,2,1,0,0,1,1386,3
0,3,0,13512,1,10,64,2,4.6,2,3,2,1,2,918,2333
5,1,0,35813,1,4,52,0,3.7,2,2,0,1,2,1289,3
4,3,1,36263,1,9,64,2,4.9,0,6,0,1,0,1553,4553
4,1,0,38385,1,9,1,1,4.9,0,6,1,1,1,795,3460
2,2,0,27478,1,6,36,1,4.8,2,5,0,1,1,999,1803
0,1,0,47795,1,10,51,2,4.3,2,3,2,1,1,1121,2354
5,2,0,33476,1,1,52,2,5.0,0,2,2,1,1,1339,4682
3,2,2,41300,0,0,47,1,4.5,1,4,2,1,0,829,1261
2,0,0,46820,0,6,68,0,3.7,0,5,0,0,0,1665,3764
0,1,1,33395,0,10,51,1,4.1,1,3,1,1,1,905,3
0,1,0,15277,0,10,51,2,3.9,1,3,1,0,1,510,3
1,1,1,36140,1,3,0,0,4.3,2,0,1,0,0,1437,3
5,3,1,15067,1,1,17,0,4.7,0,2,0,1,0,1655,1491
5,3,2,48927,1,4,56,2,4.7,0,2,0,1,0,1098,4179
1,1,0,36485,1,3,43,1,4.5,0,0,2,0,1,1761,2073
6,0,0,35039,0,11,5,0,4.1,0,1,0,0,1,999,4726
1,3,2,39808,0,7,68,1,3.6,2,0,1,1,2,1191,4306
4,0,0,9927,1,12,45,2,4.1,0,6,2,0,0,1707,3009
4,2,1,32185,1,9,56,0,4.4,1,6,2,0,2,1511,4590
3,2,1,42002,1,0,29,1,4.8,0,4,1,0,1,1371,1883
6,3,0,34113,0,8,52,0,4.5,1,1,2,1,2,1279,3
5,2,0,48837,1,4,14,0,4.9,2,2,2,1,1,1804,4364
2,3,0,30275,0,6,30,1,3.6,1,5,0,0,1,610,4230
2,2,2,43003,1,6,34,0,3.5,0,5,0,0,0,750,2897
4,0,1,6949,0,12,34,0,3.6,2,6,1,0,0,1775,1494
4,2,2,34705,0,12,17,0,4.7,2,6,2,0,0,636,2491
1,1,0,22408,0,3,68,1,4.1,0,0,2,1,2,1231,3158
4,2,2,13680,1,12,0,1,4.4,0,6,2,0,0,1311,4156
0,1,0,15634,0,13,9,0,3.8,2,3,1,1,1,651,3
1,1,0,32293,0,3,48,1,4.8,0,0,0,0,1,1633,3089
2,0,2,37810,0,6,63,1,3.8,0,5,0,0,0,961,4329
1,1,1,27487,0,3,52,2,4.5,2,0,0,1,2,1036,3
4,2,2,9616,0,9,15,0,4.5,0,6,0,1,0,1630,4235
1,3,1,25249,0,7,64,0,4.5,2,0,0,0,0,535,2977
0,2,1,19606,1,13,63,2,3.8,2,3,2,0,0,1381,4470
5,0,1,28335,1,4,56,2,4.3,2,2,0,1,0,760,2740
3,2,1,43710,1,5,0,2,4.8,0,4,0,1,1,1255,3505
4,1,0,44588,1,9,51,1,4.6,1,6,0,1,2,821,2350
0,3,1,33403,1,13,0,2,4.0,1,3,1,1,2,1504,3371
4,3,0,37339,0,12,5,2,3.9,2,6,1,0,1,1313,2690
0,0,2,23499,1,10,36,2,4.3,0,3,2,0,0,643,3
1,2,2,33796,1,3,34,1,3.6,0,0,2,0,0,1836,3
6,1,1,21137,0,11,45,1,4.2,2,1,2,1,0,1045,3
4,0,2,31830,0,12,36,1,3.7,2,6,0,1,1,1376,4223
3,2,0,37969,0,0,76,1,3.7,1,4,0,0,0,1232,1440
3,3,2,49282,0,5,61,1,4.3,2,4,2,1,1,1557,3
4,2,2,30608,0,9,0,2,4.6,2,6,0,0,0,985,3
0,0,2,23519,0,10,13,2,4.4,0,3,0,1,2,688,3
5,0,2,10323,0,4,2,0,4.5,0,2,1,1,0,1067,2787
0,1,2,43675,0,13,73,1,4.0,0,3,2,0,2,1173,3
0,3,0,19673,0,13,81,2,4.6,2,3,0,0,0,1979,2624
3,0,1,37433,1,5,38,0,4.9,0,4,2,1,0,1264,3
0,3,2,20059,0,10,76,1,4.4,1,3,0,0,0,1024,3
3,2,2,6751,1,5,35,0,4.8,2,4,1,1,1,567,4622
2,2,1,8432,1,6,0,0,4.8,1,5,2,1,0,1856,3
0,3,0,24256,0,13,84,1,4.2,2,3,1,1,2,1932,2730
0,2,1,48281,0,10,21,1,4.0,0,3,1,1,0,1337,4549
0,0,0,49240,1,10,15,2,4.2,0,3,2,0,2,992,1570
0,1,0,6168,0,10,39,0,4.6,0,3,0,0,1,844,3612
0,3,1,41316,0,10,39,1,4.0,2,3,0,0,2,546,3025
4,1,2,34701,0,9,23,1,4.8,2,6,0,0,1,1449,3
6,1,0,15805,1,8,0,2,4.6,0,1,2,1,1,740,1992
1,2,1,40253,1,7,68,0,4.5,0,0,0,0,1,1414,4301
3,3,1,43637,1,5,34,1,3.7,1,4,0,0,0,1261,3
6,3,0,11126,0,8,51,2,5.0,1,1,0,1,2,1396,1124
4,1,1,36198,0,9,34,0,4.2,2,6,2,1,2,1037,4838
4,2,0,6158,1,12,62,0,3.9,2,6,0,1,1,764,3034
4,2,0,32200,1,12,51,0,4.5,0,6,0,1,2,1543,3
3,0,0,43520,1,0,79,1,3.8,1,4,0,0,1,755,1978
5,1,0,45461,1,4,34,2,4.1,1,2,0,1,1,945,3593
6,2,0,11386,1,8,74,0,3.6,1,1,0,0,1,1021,3
3,3,2,20814,1,0,84,1,3.7,2,4,2,0,1,1022,3884
3,1,0,26017,1,0,0,2,3.5,0,4,1,1,0,1459,4673
4,2,0,39912,1,12,66,2,4.7,0,6,0,0,2,588,3858
5,0,2,41477,0,4,44,2,4.9,1,2,0,0,1,1617,3
5,0,1,40667,0,1,56,2,3.8,1,2,0,0,2,1185,4279
0,3,0,29940,0,13,0,2,4.0,0,3,0,1,0,500,4085
0,2,0,31075,1,13,0,1,5.0,0,3,2,0,0,1502,4512
3,2,1,14381,1,5,77,1,3.9,2,4,0,0,0,1568,1855
6,1,2,24998,1,11,79,0,4.4,2,1,1,0,1,624,1259
6,2,1,11042,0,8,34,2,4.0,2,1,2,1,1,636,3
1,2,0,22247,1,3,17,2,4.5,2,0,1,0,2,1245,4485
5,3,2,48916,1,4,81,1,3.7,1,2,1,0,1,778,4284
2,1,2,16147,0,2,80,2,3.5,1,5,0,0,0,1451,3
5,1,0,16253,0,1,34,2,4.4,1,2,0,0,0,1044,2099
5,1,2,20738,1,4,68,0,4.7,2,2,0,0,2,1584,3529
3,3,0,36370,1,5,69,1,3.9,2,4,2,0,2,1759,3015
6,2,0,13260,1,11,47,2,4.6,2,1,1,1,0,1764,1033
2,1,1,33610,0,6,53,2,4.4,2,5,0,0,0,1609,2853
5,2,2,34886,0,4,27,0,3.5,1,2,1,1,2,1698,3409
0,1,1,21711,0,10,60,1,4.9,1,3,2,0,0,1943,4553
3,3,1,8868,1,5,68,1,5.0,0,4,0,0,2,1444,3
2,1,0,8610,0,2,34,2,4.9,0,5,2,0,2,1102,2701
6,3,1,12260,1,8,34,0,3.6,2,1,1,1,2,1860,4319
3,2,1,18210,0,5,17,1,3.6,0,4,2,0,2,1431,4992
4,3,1,42179,0,12,77,2,4.7,1,6,1,1,0,1196,4184
2,2,0,22331,1,2,17,2,4.7,2,5,0,0,1,1051,2083
1,2,2,20943,0,7,81,1,4.0,1,0,0,1,1,891,4606
6,1,1,23572,1,8,31,1,4.5,0,1,2,1,0,625,3575
2,2,1,38896,1,2,69,1,4.6,1,5,1,0,0,1297,3
0,2,2,26313,1,10,49,0,3.5,1,3,0,1,2,1083,3
6,1,0,15605,0,8,5,1,5.0,2,1,0,0,2,1679,4052
4,2,0,15963,1,9,61,0,4.9,2,6,2,1,1,1711,4083
2,0,2,29448,1,2,47,1,3.5,2,5,2,0,0,1790,3343
2,2,2,36242,1,2,74,1,4.8,0,5,2,1,0,945,4914
1,0,1,17187,0,3,0,1,3.5,2,0,0,1,2,1237,1425
2,2,1,10502,1,6,55,2,3.8,0,5,2,0,2,1923,3020
0,2,2,38231,1,13,0,1,3.8,2,3,1,1,1,1477,3
3,3,1,46560,0,0,10,2,3.5,0,4,0,0,2,1393,3526
0,0,0,22647,1,13,51,1,4.9,0,3,1,1,1,1650,1682
2,0,1,23820,1,6,56,0,4.9,1,5,0,1,2,1693,2656
6,0,2,28849,0,11,50,2,4.8,1,1,1,1,2,805,3
5,2,1,40880,0,1,83,1,4.0,1,2,2,0,1,1230,3
0,2,1,39523,0,13,69,1,4.3,0,3,2,0,1,655,2852
3,1,2,39423,0,5,34,0,4.3,2,4,2,0,2,1047,1506
5,1,2,23173,1,1,22,0,4.8,2,2,0,0,1,1933,3
2,3,0,35152,0,6,37,2,4.7,1,5,1,1,2,1056,3524
2,0,1,34415,1,6,4,0,4.0,1,5,2,1,2,994,4072
6,0,2,41751,0,11,81,0,4.3,2,1,1,0,1,1892,1348
5,2,0,23590,0,1,68,1,4.4,1,2,1,1,0,1762,2643
3,2,0,42555,1,5,41,2,4.4,0,4,0,1,2,1348,3
4,1,2,21112,0,12,65,0,4.4,1,6,0,0,0,1285,3
5,3,2,14745,0,4,40,0,3.9,0,2,1,0,1,1567,3
1,1,0,5589,1,3,17,1,4.6,2,0,0,0,2,1695,1000
6,2,2,31685,0,8,51,1,3.6,2,1,0,0,0,682,1710
0,2,2,39568,1,13,51,1,3.8,1,3,2,1,1,1411,3
6,1,2,25606,0,8,76,2,3.8,0,1,2,0,2,594,3789
2,2,1,20087,0,2,52,1,4.0,2,5,1,1,0,983,3
2,3,2,11393,1,2,51,1,4.1,0,5,0,1,2,1287,3045
3,2,0,8670,0,0,82,2,5.0,0,4,0,1,2,1845,3697
0,0,0,31882,0,10,34,2,4.3,0,3,0,0,2,1094,3
4,3,2,35848,0,12,64,0,4.8,0,6,1,0,1,966,1456
4,1,2,46351,1,9,5,1,4.8,2,6,0,1,1,1889,3
0,0,0,11576,0,13,56,2,4.4,0,3,0,1,0,1443,3181
3,0,0,46251,1,0,39,0,3.6,0,4,0,1,2,1175,2762
6,2,0,8675,1,8,34,2,4.8,2,1,2,1,0,1191,3363
2,0,1,14333,1,2,52,1,4.4,2,5,0,1,0,1334,3
2,3,2,15748,0,2,60,0,3.6,1,5,2,1,1,1184,4611
3,2,0,10921,0,0,11,1,4.2,1,4,0,1,2,1746,3
3,3,0,39901,1,0,68,2,4.8,1,4,0,1,1,799,3
2,3,0,9739,0,2,12,2,4.1,2,5,1,0,1,749,2183
4,0,1,34228,1,12,13,0,4.5,2,6,0,1,2,1062,1294
0,0,0,42393,0,13,68,1,4.4,1,3,2,0,1,1495,4221
1,3,2,6165,0,3,34,0,5.0,1,0,1,0,1,599,2906
